payload_key	replica	category_id	transferred_rows	payload_archive	payload_archive_name	payload_archive_size_bytes	payload_archive_sha256	execution_provenance_sha256
replica_0061__ge4tag	61	ge4tag	30495	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0061__ge4tag.tar.gz	initial200_payload_replica_0061__ge4tag.tar.gz	4046187	3ed06d3dd484873f5217f4ac83eb6a5e1a431a5fde6a5e633b4c8107746e0835	2f2a0534892229a1f5badd0ffee0ed883dbca66c2a030216e626831acdbae156
replica_0062__exact3tag	62	exact3tag	108312	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0062__exact3tag.tar.gz	initial200_payload_replica_0062__exact3tag.tar.gz	14746190	b8efb6915623fc1f59eb435c5b365d94037e9710beef9793968a98793cf0210e	e182bddb303af42c2bd1bf064f696f0fbe69df8670ab942734de7865ce65d53c
replica_0062__ge4tag	62	ge4tag	30490	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0062__ge4tag.tar.gz	initial200_payload_replica_0062__ge4tag.tar.gz	4385523	7a1a1bfac4a2d9b73c2ea87868287ee12e3e46e59cace4b00724b6ce7eb7270e	f713189ef0cb8d6a1813e6adca44053645c3d646d6f8a2fc892c1eecdc85fbf9
replica_0063__exact3tag	63	exact3tag	108966	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0063__exact3tag.tar.gz	initial200_payload_replica_0063__exact3tag.tar.gz	14839838	879f605a87d13871972cf0aa9024339f0edd9e04337fb8ff2318b288f2bafee1	5b28f068e14d0fc455a659e5309ad2f4634143f9a38214c8b9d283906296425d
replica_0063__ge4tag	63	ge4tag	30568	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0063__ge4tag.tar.gz	initial200_payload_replica_0063__ge4tag.tar.gz	4317805	c5dab34657393fc648c6505ec157604b8b6bad55ed06dfb757a12aa88509a6d0	088f07fe11c119147762681dfdaad2595bcc794c2343694b4b3166c878029ce1
replica_0064__exact3tag	64	exact3tag	108377	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0064__exact3tag.tar.gz	initial200_payload_replica_0064__exact3tag.tar.gz	14101850	f70b1875ffa4318a205490bb12ed17ec7f3c1679f47d518da07deb5f902fe2b2	8b739fc0892c87e71b7571e1cf874527885658c48625fd1cdd9c7930f951bc4f
replica_0064__ge4tag	64	ge4tag	30941	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0064__ge4tag.tar.gz	initial200_payload_replica_0064__ge4tag.tar.gz	3863860	ac6a86fce15f53cbd076c5adbde453d9332e211866f4c4a7c58d456f6a514786	68f202410518188807e4ac9ce9c4d4e56182af37efd7324601b91a32110781e7
replica_0065__exact3tag	65	exact3tag	108246	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0065__exact3tag.tar.gz	initial200_payload_replica_0065__exact3tag.tar.gz	14327583	dc772d4d59dd7021867ce2bec5030813d8bbee6900b6ea22683c594ab47a4062	cccf99169682e511aa075679a744c058aef258c06370cbc590b15b37f38c670d
replica_0065__ge4tag	65	ge4tag	30766	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0065__ge4tag.tar.gz	initial200_payload_replica_0065__ge4tag.tar.gz	4036895	e7d9ea0e011c50a88a63f937fd04ab80ea3d81b51aafc3bdc62411e16e67bb7a	a45186d7b2216a518e46c1bbfff4fd510b6277b91d36286ba75ce1dcc3c6ab65
replica_0066__exact3tag	66	exact3tag	109220	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0066__exact3tag.tar.gz	initial200_payload_replica_0066__exact3tag.tar.gz	14960726	6c57fed8704449e5af820c9336b0a735d8941e0d026bd4f866979715119ce0dd	39bf24ba0448b4c9dd91f3d17e21878acd1b8b84067933c306e599c93fa0705e
replica_0066__ge4tag	66	ge4tag	30849	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0066__ge4tag.tar.gz	initial200_payload_replica_0066__ge4tag.tar.gz	4252545	904eee30592dcfacbdd70222c8b799807771a2ac8c2480049cacc8bbde759262	bcee6075d8b1460298fa0c70ebef20a0295597851953b1be6853bca65e86b453
replica_0067__exact3tag	67	exact3tag	109081	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0067__exact3tag.tar.gz	initial200_payload_replica_0067__exact3tag.tar.gz	14216946	b3e4ea0346f26e6be50ed803559d4a94527779989cda857bb53cdcb55789875d	3aa47b500b75557c4fe862c77d85cea41be105f927a41c0b8807c9c129254264
replica_0067__ge4tag	67	ge4tag	30797	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0067__ge4tag.tar.gz	initial200_payload_replica_0067__ge4tag.tar.gz	3886663	32a7260a8cd534259983c9fe4d0990528afc67b3458c640fc075aba996abd96e	163afb35b7081d0dbd1cb5a5adbff4f87d054d744bc98cb122b99ac79c1a2620
replica_0068__exact3tag	68	exact3tag	108488	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0068__exact3tag.tar.gz	initial200_payload_replica_0068__exact3tag.tar.gz	14416243	60eb4c2df3a6a61ecbe11f638a843118db9d62d156186d0a6d90ee078250b978	dfaeef3db6f4d209d08c68306c907ab3bbd1f77686d82a2f135c9ec5ac7f68c7
replica_0068__ge4tag	68	ge4tag	30634	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0068__ge4tag.tar.gz	initial200_payload_replica_0068__ge4tag.tar.gz	4104657	31d6c627f44ac6cdb4214245924401854ab838bfc069d7e7d015f5dbeeb359ca	87cd1bf9fef25270e378792450735928a1783849eb1df081a1cf569a76769d9a
replica_0069__exact3tag	69	exact3tag	109182	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0069__exact3tag.tar.gz	initial200_payload_replica_0069__exact3tag.tar.gz	13913953	4b7915028edcc5ee313a985ccd04fa19c021a96c16b3618c72fb73a1f6c01c9e	cc28981d896ba1c47c65aa60f114880bf1bf38d32ddb9eb2e44b4cde88a0eac9
replica_0069__ge4tag	69	ge4tag	30756	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0069__ge4tag.tar.gz	initial200_payload_replica_0069__ge4tag.tar.gz	3693467	4a96bc944c4e2eb12e86717d24f683927842e181f3f5dd3af037b3fc01e8bb93	b5cfd92a2b07b8cb9fddaca850945e5cfb806a6ae9fdacb2024bcc52cc0a158e
replica_0070__exact3tag	70	exact3tag	109145	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0070__exact3tag.tar.gz	initial200_payload_replica_0070__exact3tag.tar.gz	14463510	96ed6b99943c9728429e329677962dcf6804584cafdcf7c50f4354d50dcf6a54	4f9e9b1b80ebadc1beefa3798f5d013f57611b52db5a426618e67bcdbfa01e65
replica_0070__ge4tag	70	ge4tag	30490	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0070__ge4tag.tar.gz	initial200_payload_replica_0070__ge4tag.tar.gz	3976815	4e2179fc3da7e44cba8f865a261d805e14b8a59e537d5bc0b2e9637759ab5b50	cca537280fb50d6d00f07ec44964f5a8958c09f973c5bcf3c5f8c0f1ce034657
replica_0071__exact3tag	71	exact3tag	108964	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0071__exact3tag.tar.gz	initial200_payload_replica_0071__exact3tag.tar.gz	14900058	089fbd7d084c83b12655448b26334329c4660be2c79aed97bf0b5e1e83d0038b	076f925089bba7224e512a3866dfd9baa6a82b53a7d206cea66a2707cf6c4511
replica_0071__ge4tag	71	ge4tag	30701	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0071__ge4tag.tar.gz	initial200_payload_replica_0071__ge4tag.tar.gz	4158531	aafa15049397d7a06f356327e59b0f77f420662d8504355ffc21c19f4d956d59	c4b804a6b87ced2d66dbefeabdd4b73fd539d404d567ea0401ebba6f29a5d9ec
replica_0072__exact3tag	72	exact3tag	108896	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0072__exact3tag.tar.gz	initial200_payload_replica_0072__exact3tag.tar.gz	14505156	36987a7a847e061f0efa58b7eaea4d0b024ab0c997b32aa8ce13e3c064451413	dec9b706b28ace5b6c1c25bf243a547770875ae6e8e24a7cf40f92dee0c9b0e9
replica_0072__ge4tag	72	ge4tag	30733	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0072__ge4tag.tar.gz	initial200_payload_replica_0072__ge4tag.tar.gz	4133824	31e5c400324992610ce423e94ae89e905035e988d9ad6343c526555f2016aa06	0e703021b1afc10d89b5ac212c09bd519dbef982830661795dcd17f92f0e1b7e
replica_0073__exact3tag	73	exact3tag	108710	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0073__exact3tag.tar.gz	initial200_payload_replica_0073__exact3tag.tar.gz	14229217	6ee91e5049400c1afe53eb2ff4eb1e30ba0c7ca952997fd9c368360afd1fa572	e4dbf2d1a877d36168ec2b67e0ee5fc56c32460d010b2867f062e76d6ea70408
replica_0073__ge4tag	73	ge4tag	30831	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0073__ge4tag.tar.gz	initial200_payload_replica_0073__ge4tag.tar.gz	3853901	a6dfdbed2ca5e0853f960bbb867d34f85de56c7d7566121afa7a810cf41c7c00	4698860fcf2fb35c8883670c46f300048a65a3e0b17619c599f64abfdff343e9
replica_0074__exact3tag	74	exact3tag	108683	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0074__exact3tag.tar.gz	initial200_payload_replica_0074__exact3tag.tar.gz	14187947	c04e435dbd792f002da2b3dcad10ade1c8ef48851e1c0152b7eb449336cfb4be	4b2f89cac24674e30d551f2692c458a16b1912f88f7df1a9700de0b9d54151d3
replica_0074__ge4tag	74	ge4tag	30801	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0074__ge4tag.tar.gz	initial200_payload_replica_0074__ge4tag.tar.gz	3703611	e86fc8295627dd09fe63866f146bcda92b2c6b9bc059c6894968af2305c62a29	c493ee515426ea9f17b87610493687bada37f8cd0c6999b7e5ac0e7f130fb465
replica_0075__exact3tag	75	exact3tag	108286	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0075__exact3tag.tar.gz	initial200_payload_replica_0075__exact3tag.tar.gz	14173523	4017cb552c9cd5974e62a34f3e0b61ecbdfbc9713a03f53c3681ad4892e5c0ff	68273a2cf853d7455fee10e1b9b945849f165a3c9dbd55edcc01fcd9ba390d35
replica_0075__ge4tag	75	ge4tag	30762	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0075__ge4tag.tar.gz	initial200_payload_replica_0075__ge4tag.tar.gz	3954362	afc969173570e5630f57cdef5154807d106a69352869519d035ae532c4fbab3c	687345b92e3205b98a2917581157e59c5de6a86542120fd6d7595f405975d532
replica_0076__exact3tag	76	exact3tag	108280	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0076__exact3tag.tar.gz	initial200_payload_replica_0076__exact3tag.tar.gz	14160204	ed8eab25a420b7bbe055249103051e4f22ae579f0481de1a3c21b0c4b0539303	980e2d8c2e10a0f530b9133ad0fd043417bc6439badaeda6e55fbb0b55afcc58
replica_0076__ge4tag	76	ge4tag	30882	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0076__ge4tag.tar.gz	initial200_payload_replica_0076__ge4tag.tar.gz	3957361	061854c693616bee69bb1a9155c2cf4523e7c9a2827eb8fa4fbdee70a7621093	50122010aee28e8822bc5bd36e159ed743397fe0a0cbbe33b53c814732dfada0
replica_0077__exact3tag	77	exact3tag	108883	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0077__exact3tag.tar.gz	initial200_payload_replica_0077__exact3tag.tar.gz	14496893	758254945732b06b373b07c3e571d49da35ac15a0cbaabe37cf2f639c3cb92fc	2c891877c29459215eef18a8806cb19f07e63ed94cf3fe680dd57eaec55d0d83
replica_0077__ge4tag	77	ge4tag	30763	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0077__ge4tag.tar.gz	initial200_payload_replica_0077__ge4tag.tar.gz	3989480	db26e10debefaa746ce0a3a6b23971f992e6b69e3872c388693bf9d93c3d4f96	e4026899f99cbab369b5a450e9f74d804101e4a258b6ac4b87fe8a38c6b5a18f
replica_0078__exact3tag	78	exact3tag	109115	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0078__exact3tag.tar.gz	initial200_payload_replica_0078__exact3tag.tar.gz	14528874	30293ad4527c81cbe2b75fa87ec1994508e7d511317d8cfd5efe6d430e221446	b0f22d4cc3a39fa6b0900a60bfae8815a2bec8443040ad01b36020be64814b1c
replica_0078__ge4tag	78	ge4tag	30914	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0078__ge4tag.tar.gz	initial200_payload_replica_0078__ge4tag.tar.gz	4095156	74783d86fed3c057e1440ad7b50f51c845932eea7e74ba6c4e05231c02530f6a	1a83a04ca1a7ac6437ffabb12ad0346e225b80f1742b56d3e3bab53d21e7c5b3
replica_0079__exact3tag	79	exact3tag	108605	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0079__exact3tag.tar.gz	initial200_payload_replica_0079__exact3tag.tar.gz	14287927	8e4d0f583464b93d84f433dfe0ec82e637227be7d123e1f54a5e94ef14c74ecf	a08ad70a9b1235bf38ee6b9c40ee172295579f3c99baf0c91bed3aabdabf3d6e
replica_0079__ge4tag	79	ge4tag	30654	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0079__ge4tag.tar.gz	initial200_payload_replica_0079__ge4tag.tar.gz	3913594	313d2f99432e10d89d7555a5b8d428edb1372cb6b36b19292e7bf53e031c54ab	613c7c6cd4414fe1333e3bd7cd518360e83224354ec27e8beef28c3ba747b401
replica_0080__exact3tag	80	exact3tag	108923	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0080__exact3tag.tar.gz	initial200_payload_replica_0080__exact3tag.tar.gz	15496269	4b3844ac1314046a74adf1a716f213ecac2a9115fe3771c11ebc9dc2754686f3	93cdfbb127cd21b4ed7cadaae0da78d377be4454cfd7cc7bba2c23908e546c63
replica_0080__ge4tag	80	ge4tag	30843	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0080__ge4tag.tar.gz	initial200_payload_replica_0080__ge4tag.tar.gz	4465151	ea2bd13fd256dc68b023a523bc1180dd7cc7e180281f16d58c63341c8c20e76e	cd595065a71325604e5fe51dc6774510e5293e23d231729462c73e7937b9748d
replica_0081__exact3tag	81	exact3tag	108761	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0081__exact3tag.tar.gz	initial200_payload_replica_0081__exact3tag.tar.gz	14496900	f99847e24c308042b9c6b8eba7031c56686dc57a1273d92fe61a4e1926b529f6	865db217b70db1e5b080e99c30a164c385b762505043bb0b95fa60fef860f9e0
replica_0081__ge4tag	81	ge4tag	30814	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0081__ge4tag.tar.gz	initial200_payload_replica_0081__ge4tag.tar.gz	4119006	aa7affcbdd7809f097dedc15a69c185285bf7a422e09559327b57b3016659811	4b13c03dd3106ee3f650b4e10e8fb64ae4df6fd02416fed44675219aa65732cd
replica_0082__exact3tag	82	exact3tag	108524	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0082__exact3tag.tar.gz	initial200_payload_replica_0082__exact3tag.tar.gz	13719016	ac5a39b4ee9626ed6278da5da5ac03dfed551d6a9f2731fc4daeddd903bbfea9	158968564943642ec548762ff33d2ddfb4610e922593a139b3625289099b62f9
replica_0082__ge4tag	82	ge4tag	30268	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0082__ge4tag.tar.gz	initial200_payload_replica_0082__ge4tag.tar.gz	3577415	d4b58fd37c19453920d3d6aefda351fb5e2882a50b284fb2d8424cdae1a2ba1a	16cdd5c92407b51ed62935f8e6c52b9621aeb4b11d520e6cb124011ae3cff02a
replica_0083__exact3tag	83	exact3tag	108821	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0083__exact3tag.tar.gz	initial200_payload_replica_0083__exact3tag.tar.gz	15342445	2a209f9f007b14887f1021ee9cff80a0906ea9756706a48b0eb3b7405897ce9b	339491c00a3ece2ab9ff8883ed19d8fff15e33858e91a44a601c7dfd978f1ef3
replica_0083__ge4tag	83	ge4tag	30621	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0083__ge4tag.tar.gz	initial200_payload_replica_0083__ge4tag.tar.gz	4535855	0321f4efc51be5ddff0adb852c4ef4aa6fe9a00f70c5c1d88685c47a95848e0a	22207b2718c26fed4aa64b01f00617c87ef23368c43ee22ecd4c604c39985e25
replica_0084__exact3tag	84	exact3tag	108579	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0084__exact3tag.tar.gz	initial200_payload_replica_0084__exact3tag.tar.gz	14186779	3cc814a86b870d772aeabd15019b4a33ae4fd6bc777121a0f1122323e1cf2f4b	88d9e5cdb2a03153adc152670264fc6318f0936e2c17482ab65953efad894828
replica_0084__ge4tag	84	ge4tag	30453	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0084__ge4tag.tar.gz	initial200_payload_replica_0084__ge4tag.tar.gz	3892273	a2a1b78e7345d173db75ebe9d74523f7f0b0757fb739e01b833cdea9b1bbafbe	834eae36163e7d3317cc3aea5a1e7bc5713ac6442a296686c9b79a3cc1ad03b4
replica_0085__exact3tag	85	exact3tag	109310	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0085__exact3tag.tar.gz	initial200_payload_replica_0085__exact3tag.tar.gz	14446586	0852c06d909cbe76dad37377cd9c85d49d71464e886335517ed2c7e09070adc1	60abfa82ca8363c9bf88f682fdf6e586e5f5890b22fc956f9d75030a6d1d6318
replica_0085__ge4tag	85	ge4tag	30550	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0085__ge4tag.tar.gz	initial200_payload_replica_0085__ge4tag.tar.gz	3927883	ff70f0fc678a18d2892603e88c0a2b23c303e4d6deb8dedd802419840de1610c	299334de272fe260b28cf24fdc09ebf0b24cbf0a7676421405d342f6188d8a5c
replica_0086__exact3tag	86	exact3tag	108844	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0086__exact3tag.tar.gz	initial200_payload_replica_0086__exact3tag.tar.gz	14524753	6dedac56f4a8fed800bd687ac861b317dcbfb03a4a9a7458f943081112df94fc	f27e71f2eee7cc1099acf312aa45cfbd80ac7b7f8f67dbe80677feebdcca8965
replica_0086__ge4tag	86	ge4tag	30436	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0086__ge4tag.tar.gz	initial200_payload_replica_0086__ge4tag.tar.gz	3975511	56f7e5873b519ada996a2a6ebd385923cc64c0381e02a4e8db7c5c4868dc1fc5	35ca2d52bea0efd24e247c39a9e0f0c669ebc856a3bf55402c4a45c6833bdcbe
replica_0087__exact3tag	87	exact3tag	108720	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0087__exact3tag.tar.gz	initial200_payload_replica_0087__exact3tag.tar.gz	15395661	7ab7158306b1c47578bcbec314888baa6aff8a2f24b40ef8a621cdc5857bad9a	e8f3041909805c22177828ec63fbf1fcffd125619792d835697380c248c67936
replica_0087__ge4tag	87	ge4tag	30744	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0087__ge4tag.tar.gz	initial200_payload_replica_0087__ge4tag.tar.gz	4536180	b2ee41873df8eea20a4c5f5c02240772ea394622d4159b693beec213cbd1806e	bba06879102028e968ce99ef2610cb0c462820125489532cf23d031eb41b8a70
replica_0088__exact3tag	88	exact3tag	108666	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0088__exact3tag.tar.gz	initial200_payload_replica_0088__exact3tag.tar.gz	14375103	d378b4bef730050982308ae78900b4ae9e0b23ec7a46bf9c0e669751f73065d6	ffd804be9eeb02cf0eba9e1c5be68ad7e9f5c281b0026c0a361d6f0303461633
replica_0088__ge4tag	88	ge4tag	30534	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0088__ge4tag.tar.gz	initial200_payload_replica_0088__ge4tag.tar.gz	4057131	3540d8885a0acc69c4451e316f5379eb6e3127982ef17ff5bd5b1ec37d75fbce	9f9d7290a917e5ff1ccd8c4c56e965bc84584c2cdeab16900f4f40c55c79d833
replica_0089__exact3tag	89	exact3tag	108275	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0089__exact3tag.tar.gz	initial200_payload_replica_0089__exact3tag.tar.gz	14715207	e07829612a3ad62c1e3c9e6ad78fd234bd29ef85faeb6e71d3dfc307e4ab36d7	8fa4848db9e1253caf64a3b29864a89e6a0e53798f140da79e7737b3e0d20d36
replica_0089__ge4tag	89	ge4tag	30588	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0089__ge4tag.tar.gz	initial200_payload_replica_0089__ge4tag.tar.gz	4317665	68d15a25383494f1a1e215921bdc9b746f6b85a88add474b5d1aff5c5938fa96	c5e5ea9daa2f46d1d8e55ca94af14bb60d9de25d361e4d42c22c25deda6d42ca
replica_0090__exact3tag	90	exact3tag	107937	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0090__exact3tag.tar.gz	initial200_payload_replica_0090__exact3tag.tar.gz	14558489	150293dbdc23a1fa1d245d243b5000c5c1363291324f0d54f90eb456c4a8acd1	ed48379428fd50253c46283fc00baa54594e5467f732ce7a6bdc4df1e60bee20
replica_0090__ge4tag	90	ge4tag	30650	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0090__ge4tag.tar.gz	initial200_payload_replica_0090__ge4tag.tar.gz	4134633	0769604dba6d32bf21306e8eca169281a14929463bd2da7cf013f07818d587be	c4cd1092ac2d5317d2e9f5a73282ceca16c08434b00b11582d6122d2045c863e
replica_0091__exact3tag	91	exact3tag	108139	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0091__exact3tag.tar.gz	initial200_payload_replica_0091__exact3tag.tar.gz	14185089	cb49fee26a1d5c1b2a18c45fec40f1996836bc58f8c5ddd933789d3fc28dc609	308daf89da1dedf7970a35185ad78f7365858cc0c31704147059909e6aa2c374
replica_0091__ge4tag	91	ge4tag	30587	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0091__ge4tag.tar.gz	initial200_payload_replica_0091__ge4tag.tar.gz	3849907	62ed5fe672349b7947742775935d05d68dc15616001edb64b1477ff38fafeb30	48e9c7242224ec80c1429c501a60f190d86c33bc230c95577f03713e12722710
replica_0092__exact3tag	92	exact3tag	108616	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0092__exact3tag.tar.gz	initial200_payload_replica_0092__exact3tag.tar.gz	14214841	999f577f2b10d0f8439576acc3d73cf759ef6512bbbafe6749f0d84d166ce850	a4845a0e7b5408c6bc3542f8564e0485851eb1c94ca9e44f196eab9156be9b6d
